Rxn_name	Comp_correction	Species	Ratelaw						
vRP27_14	Cytoplasm	 pE2HE4_PLCg_PIP2 ; pE2HE4_PLCg + DAG + IP3	1						
vRP27_15	Cytoplasm	 pHE4Ev3_PLCg_PIP2 ; pHE4Ev3_PLCg + DAG + IP3	1						
vRP27_16	Cytoplasm	 pE1HE4_PLCg_PIP2 ; pE1HE4_PLCg + DAG + IP3	1						
vRP27_17	Cytoplasm	 pE3HE4_PLCg_PIP2 ; pE3HE4_PLCg + DAG + IP3	1						
vRP27_18	Cytoplasm	 pHE4E4_PLCg_PIP2 ; pHE4E4_PLCg + DAG + IP3	1						
vRP27_19	Cytoplasm	 pHE4HE4_PLCg_PIP2 ; pHE4HE4_PLCg + DAG + IP3	1						
vRP27_20	Cytoplasm	 pHGF_Met_Met_PLCg_PIP2 ; pHGF_Met_Met_PLCg + DAG + IP3	1						
vRP27_21	Cytoplasm	 pHGF_Met_HGF_Met_PLCg_PIP2 ; pHGF_Met_HGF_Met_PLCg + DAG + IP3	1						
vRP27_22	Cytoplasm	 pPPrPPr_PLCg_PIP2 ; pPPrPPr_PLCg + DAG + IP3	1						
vRP27_23	Cytoplasm	 pPPrPr_PLCg_PIP2 ; pPPrPr_PLCg + DAG + IP3	1						
vRP27_24	Cytoplasm	 pFFrFFr_PLCg_PIP2 ; pFFrFFr_PLCg + DAG + IP3	1						
vRP27_25	Cytoplasm	 pFFrFr_PLCg_PIP2 ; pFFrFr_PLCg + DAG + IP3	1						
vRP27_26	Cytoplasm	 pIIrIr_IRS_PLCg_PIP2 ; pIIrIr_IRS_PLCg + DAG + IP3	1						
vRP27_27	Cytoplasm	 pINS_Isr_Isr_IRS_PLCg_PIP2 ; pINS_Isr_Isr_IRS_PLCg + DAG + IP3	1						
vRP27_28	Cytoplasm	 pIIrIrI_IRS_PLCg_PIP2 ; pIIrIrI_IRS_PLCg + DAG + IP3	1						
vRP27_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PLCg_PIP2 ; pINS_Isr_Isr_INS_IRS_PLCg + DAG + IP3	1						
vRP28_1	Cytoplasm	 pEE1E2_PI3K1 + PIP2 ; pEE1E2_PI3K1_PIP2	0.001						
vRP28_2	Cytoplasm	 pEE1Ev3_PI3K1 + PIP2 ; pEE1Ev3_PI3K1_PIP2	0.001						
vRP28_3	Cytoplasm	 pEE1E1_PI3K1 + PIP2 ; pEE1E1_PI3K1_PIP2	0.001						
vRP28_4	Cytoplasm	 pEE1EE1_PI3K1 + PIP2 ; pEE1EE1_PI3K1_PIP2	0.001						
vRP28_5	Cytoplasm	 pEE1E3_PI3K1 + PIP2 ; pEE1E3_PI3K1_PIP2	0.001						
vRP28_6	Cytoplasm	 pEE1HE3_PI3K1 + PIP2 ; pEE1HE3_PI3K1_PIP2	0.001						
vRP28_7	Cytoplasm	 pEE1E4_PI3K1 + PIP2 ; pEE1E4_PI3K1_PIP2	0.001						
vRP28_8	Cytoplasm	 pEE1HE4_PI3K1 + PIP2 ; pEE1HE4_PI3K1_PIP2	0.001						
vRP28_9	Cytoplasm	 pE2HE3_PI3K1 + PIP2 ; pE2HE3_PI3K1_PIP2	0.001						
vRP28_10	Cytoplasm	 pHE3Ev3_PI3K1 + PIP2 ; pHE3Ev3_PI3K1_PIP2	0.001						
vRP28_11	Cytoplasm	 pE1HE3_PI3K1 + PIP2 ; pE1HE3_PI3K1_PIP2	0.001						
vRP28_12	Cytoplasm	 pHE3E4_PI3K1 + PIP2 ; pHE3E4_PI3K1_PIP2	0.001						
vRP28_13	Cytoplasm	 pHE3HE4_PI3K1 + PIP2 ; pHE3HE4_PI3K1_PIP2	0.001						
vRP28_14	Cytoplasm	 pE2HE4_PI3K1 + PIP2 ; pE2HE4_PI3K1_PIP2	0.001						
vRP28_15	Cytoplasm	 pHE4Ev3_PI3K1 + PIP2 ; pHE4Ev3_PI3K1_PIP2	0.001						
vRP28_16	Cytoplasm	 pE1HE4_PI3K1 + PIP2 ; pE1HE4_PI3K1_PIP2	0.001						
vRP28_17	Cytoplasm	 pE3HE4_PI3K1 + PIP2 ; pE3HE4_PI3K1_PIP2	0.001						
vRP28_18	Cytoplasm	 pHE4E4_PI3K1 + PIP2 ; pHE4E4_PI3K1_PIP2	0.001						
vRP28_19	Cytoplasm	 pHE4HE4_PI3K1 + PIP2 ; pHE4HE4_PI3K1_PIP2	0.001						
vRP28_20	Cytoplasm	 pHGF_Met_Met_PI3K1 + PIP2 ; pHGF_Met_Met_PI3K1_PIP2	0.001						
vRP28_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K1 + PIP2 ; pHGF_Met_HGF_Met_PI3K1_PIP2	0.001						
vRP28_22	Cytoplasm	 pPPrPPr_PI3K1 + PIP2 ; pPPrPPr_PI3K1_PIP2	0.001						
vRP28_23	Cytoplasm	 pPPrPr_PI3K1 + PIP2 ; pPPrPr_PI3K1_PIP2	0.001						
vRP28_24	Cytoplasm	 pFFrFFr_PI3K1 + PIP2 ; pFFrFFr_PI3K1_PIP2	0.001						
vRP28_25	Cytoplasm	 pFFrFr_PI3K1 + PIP2 ; pFFrFr_PI3K1_PIP2	0.001						
vRP28_26	Cytoplasm	 pIIrIr_IRS_PI3K1 + PIP2 ; pIIrIr_IRS_PI3K1_PIP2	0.005						
vRP28_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K1 + PIP2 ; pINS_Isr_Isr_IRS_PI3K1_PIP2	0.005						
vRP28_28	Cytoplasm	 pIIrIrI_IRS_PI3K1 + PIP2 ; pIIrIrI_IRS_PI3K1_PIP2	0.005						
vRP28_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K1 + PIP2 ; pINS_Isr_Isr_INS_IRS_PI3K1_PIP2	0.005						
vRP29_1	Cytoplasm	 pEE1E2_PI3K1_PIP2 ; pEE1E2_PI3K1 + PIP2	0.01						
vRP29_2	Cytoplasm	 pEE1Ev3_PI3K1_PIP2 ; pEE1Ev3_PI3K1 + PIP2	0.01						
vRP29_3	Cytoplasm	 pEE1E1_PI3K1_PIP2 ; pEE1E1_PI3K1 + PIP2	0.01						
vRP29_4	Cytoplasm	 pEE1EE1_PI3K1_PIP2 ; pEE1EE1_PI3K1 + PIP2	0.01						
vRP29_5	Cytoplasm	 pEE1E3_PI3K1_PIP2 ; pEE1E3_PI3K1 + PIP2	0.01						
vRP29_6	Cytoplasm	 pEE1HE3_PI3K1_PIP2 ; pEE1HE3_PI3K1 + PIP2	0.01						
vRP29_7	Cytoplasm	 pEE1E4_PI3K1_PIP2 ; pEE1E4_PI3K1 + PIP2	0.01						
vRP29_8	Cytoplasm	 pEE1HE4_PI3K1_PIP2 ; pEE1HE4_PI3K1 + PIP2	0.01						
vRP29_9	Cytoplasm	 pE2HE3_PI3K1_PIP2 ; pE2HE3_PI3K1 + PIP2	0.01						
vRP29_10	Cytoplasm	 pHE3Ev3_PI3K1_PIP2 ; pHE3Ev3_PI3K1 + PIP2	0.01						
vRP29_11	Cytoplasm	 pE1HE3_PI3K1_PIP2 ; pE1HE3_PI3K1 + PIP2	0.01						
vRP29_12	Cytoplasm	 pHE3E4_PI3K1_PIP2 ; pHE3E4_PI3K1 + PIP2	0.01						
vRP29_13	Cytoplasm	 pHE3HE4_PI3K1_PIP2 ; pHE3HE4_PI3K1 + PIP2	0.01						
vRP29_14	Cytoplasm	 pE2HE4_PI3K1_PIP2 ; pE2HE4_PI3K1 + PIP2	0.01						
vRP29_15	Cytoplasm	 pHE4Ev3_PI3K1_PIP2 ; pHE4Ev3_PI3K1 + PIP2	0.01						
vRP29_16	Cytoplasm	 pE1HE4_PI3K1_PIP2 ; pE1HE4_PI3K1 + PIP2	0.01						
vRP29_17	Cytoplasm	 pE3HE4_PI3K1_PIP2 ; pE3HE4_PI3K1 + PIP2	0.01						
vRP29_18	Cytoplasm	 pHE4E4_PI3K1_PIP2 ; pHE4E4_PI3K1 + PIP2	0.01						
vRP29_19	Cytoplasm	 pHE4HE4_PI3K1_PIP2 ; pHE4HE4_PI3K1 + PIP2	0.01						
vRP29_20	Cytoplasm	 pHGF_Met_Met_PI3K1_PIP2 ; pHGF_Met_Met_PI3K1 + PIP2	0.01						
vRP29_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K1_PIP2 ; pHGF_Met_HGF_Met_PI3K1 + PIP2	0.01						
vRP29_22	Cytoplasm	 pPPrPPr_PI3K1_PIP2 ; pPPrPPr_PI3K1 + PIP2	0.01						
vRP29_23	Cytoplasm	 pPPrPr_PI3K1_PIP2 ; pPPrPr_PI3K1 + PIP2	0.01						
vRP29_24	Cytoplasm	 pFFrFFr_PI3K1_PIP2 ; pFFrFFr_PI3K1 + PIP2	0.01						
vRP29_25	Cytoplasm	 pFFrFr_PI3K1_PIP2 ; pFFrFr_PI3K1 + PIP2	0.01						
vRP29_26	Cytoplasm	 pIIrIr_IRS_PI3K1_PIP2 ; pIIrIr_IRS_PI3K1 + PIP2	0.05						
vRP29_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K1_PIP2 ; pINS_Isr_Isr_IRS_PI3K1 + PIP2	0.05						
vRP29_28	Cytoplasm	 pIIrIrI_IRS_PI3K1_PIP2 ; pIIrIrI_IRS_PI3K1 + PIP2	0.05						
vRP29_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K1_PIP2 ; pINS_Isr_Isr_INS_IRS_PI3K1 + PIP2	0.05						
vRP30_1	Cytoplasm	 pEE1E2_PI3K1_PIP2 ; pEE1E2_PI3K1 + PIP3	1						
vRP30_2	Cytoplasm	 pEE1Ev3_PI3K1_PIP2 ; pEE1Ev3_PI3K1 + PIP3	1						
vRP30_3	Cytoplasm	 pEE1E1_PI3K1_PIP2 ; pEE1E1_PI3K1 + PIP3	1						
vRP30_4	Cytoplasm	 pEE1EE1_PI3K1_PIP2 ; pEE1EE1_PI3K1 + PIP3	1						
vRP30_5	Cytoplasm	 pEE1E3_PI3K1_PIP2 ; pEE1E3_PI3K1 + PIP3	1						
vRP30_6	Cytoplasm	 pEE1HE3_PI3K1_PIP2 ; pEE1HE3_PI3K1 + PIP3	1						
vRP30_7	Cytoplasm	 pEE1E4_PI3K1_PIP2 ; pEE1E4_PI3K1 + PIP3	1						
vRP30_8	Cytoplasm	 pEE1HE4_PI3K1_PIP2 ; pEE1HE4_PI3K1 + PIP3	1						
vRP30_9	Cytoplasm	 pE2HE3_PI3K1_PIP2 ; pE2HE3_PI3K1 + PIP3	1						
vRP30_10	Cytoplasm	 pHE3Ev3_PI3K1_PIP2 ; pHE3Ev3_PI3K1 + PIP3	1						
vRP30_11	Cytoplasm	 pE1HE3_PI3K1_PIP2 ; pE1HE3_PI3K1 + PIP3	1						
vRP30_12	Cytoplasm	 pHE3E4_PI3K1_PIP2 ; pHE3E4_PI3K1 + PIP3	1						
vRP30_13	Cytoplasm	 pHE3HE4_PI3K1_PIP2 ; pHE3HE4_PI3K1 + PIP3	1						
vRP30_14	Cytoplasm	 pE2HE4_PI3K1_PIP2 ; pE2HE4_PI3K1 + PIP3	1						
vRP30_15	Cytoplasm	 pHE4Ev3_PI3K1_PIP2 ; pHE4Ev3_PI3K1 + PIP3	1						
vRP30_16	Cytoplasm	 pE1HE4_PI3K1_PIP2 ; pE1HE4_PI3K1 + PIP3	1						
vRP30_17	Cytoplasm	 pE3HE4_PI3K1_PIP2 ; pE3HE4_PI3K1 + PIP3	1						
vRP30_18	Cytoplasm	 pHE4E4_PI3K1_PIP2 ; pHE4E4_PI3K1 + PIP3	1						
vRP30_19	Cytoplasm	 pHE4HE4_PI3K1_PIP2 ; pHE4HE4_PI3K1 + PIP3	1						
vRP30_20	Cytoplasm	 pHGF_Met_Met_PI3K1_PIP2 ; pHGF_Met_Met_PI3K1 + PIP3	1						
vRP30_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K1_PIP2 ; pHGF_Met_HGF_Met_PI3K1 + PIP3	1						
vRP30_22	Cytoplasm	 pPPrPPr_PI3K1_PIP2 ; pPPrPPr_PI3K1 + PIP3	1						
vRP30_23	Cytoplasm	 pPPrPr_PI3K1_PIP2 ; pPPrPr_PI3K1 + PIP3	1						
vRP30_24	Cytoplasm	 pFFrFFr_PI3K1_PIP2 ; pFFrFFr_PI3K1 + PIP3	1						
vRP30_25	Cytoplasm	 pFFrFr_PI3K1_PIP2 ; pFFrFr_PI3K1 + PIP3	1						
vRP30_26	Cytoplasm	 pIIrIr_IRS_PI3K1_PIP2 ; pIIrIr_IRS_PI3K1 + PIP3	5						
vRP30_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K1_PIP2 ; pINS_Isr_Isr_IRS_PI3K1 + PIP3	5						
vRP30_28	Cytoplasm	 pIIrIrI_IRS_PI3K1_PIP2 ; pIIrIrI_IRS_PI3K1 + PIP3	5						
vRP30_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K1_PIP2 ; pINS_Isr_Isr_INS_IRS_PI3K1 + PIP3	5						
vRP31_1	Cytoplasm	 pEE1E2_PI3K2 + PIP ; pEE1E2_PI3K2_PIP	0.001						
vRP31_2	Cytoplasm	 pEE1Ev3_PI3K2 + PIP ; pEE1Ev3_PI3K2_PIP	0.001						
vRP31_3	Cytoplasm	 pEE1E1_PI3K2 + PIP ; pEE1E1_PI3K2_PIP	0.001						
vRP31_4	Cytoplasm	 pEE1EE1_PI3K2 + PIP ; pEE1EE1_PI3K2_PIP	0.001						
vRP31_5	Cytoplasm	 pEE1E3_PI3K2 + PIP ; pEE1E3_PI3K2_PIP	0.001						
vRP31_6	Cytoplasm	 pEE1HE3_PI3K2 + PIP ; pEE1HE3_PI3K2_PIP	0.001						
vRP31_7	Cytoplasm	 pEE1E4_PI3K2 + PIP ; pEE1E4_PI3K2_PIP	0.001						
vRP31_8	Cytoplasm	 pEE1HE4_PI3K2 + PIP ; pEE1HE4_PI3K2_PIP	0.001						
vRP31_9	Cytoplasm	 pE2HE3_PI3K2 + PIP ; pE2HE3_PI3K2_PIP	0.001						
vRP31_10	Cytoplasm	 pHE3Ev3_PI3K2 + PIP ; pHE3Ev3_PI3K2_PIP	0.001						
vRP31_11	Cytoplasm	 pE1HE3_PI3K2 + PIP ; pE1HE3_PI3K2_PIP	0.001						
vRP31_12	Cytoplasm	 pHE3E4_PI3K2 + PIP ; pHE3E4_PI3K2_PIP	0.001						
vRP31_13	Cytoplasm	 pHE3HE4_PI3K2 + PIP ; pHE3HE4_PI3K2_PIP	0.001						
vRP31_14	Cytoplasm	 pE2HE4_PI3K2 + PIP ; pE2HE4_PI3K2_PIP	0.001						
vRP31_15	Cytoplasm	 pHE4Ev3_PI3K2 + PIP ; pHE4Ev3_PI3K2_PIP	0.001						
vRP31_16	Cytoplasm	 pE1HE4_PI3K2 + PIP ; pE1HE4_PI3K2_PIP	0.001						
vRP31_17	Cytoplasm	 pE3HE4_PI3K2 + PIP ; pE3HE4_PI3K2_PIP	0.001						
vRP31_18	Cytoplasm	 pHE4E4_PI3K2 + PIP ; pHE4E4_PI3K2_PIP	0.001						
vRP31_19	Cytoplasm	 pHE4HE4_PI3K2 + PIP ; pHE4HE4_PI3K2_PIP	0.001						
vRP31_20	Cytoplasm	 pHGF_Met_Met_PI3K2 + PIP ; pHGF_Met_Met_PI3K2_PIP	0.001						
vRP31_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K2 + PIP ; pHGF_Met_HGF_Met_PI3K2_PIP	0.001						
vRP31_22	Cytoplasm	 pPPrPPr_PI3K2 + PIP ; pPPrPPr_PI3K2_PIP	0.001						
vRP31_23	Cytoplasm	 pPPrPr_PI3K2 + PIP ; pPPrPr_PI3K2_PIP	0.001						
vRP31_24	Cytoplasm	 pFFrFFr_PI3K2 + PIP ; pFFrFFr_PI3K2_PIP	0.001						
vRP31_25	Cytoplasm	 pFFrFr_PI3K2 + PIP ; pFFrFr_PI3K2_PIP	0.001						
vRP31_26	Cytoplasm	 pIIrIr_IRS_PI3K2 + PIP ; pIIrIr_IRS_PI3K2_PIP	0.001						
vRP31_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K2 + PIP ; pINS_Isr_Isr_IRS_PI3K2_PIP	0.001						
vRP31_28	Cytoplasm	 pIIrIrI_IRS_PI3K2 + PIP ; pIIrIrI_IRS_PI3K2_PIP	0.001						
vRP31_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K2 + PIP ; pINS_Isr_Isr_INS_IRS_PI3K2_PIP	0.001						
vRP32_1	Cytoplasm	 pEE1E2_PI3K2_PIP ; pEE1E2_PI3K2 + PIP	0.01						
vRP32_2	Cytoplasm	 pEE1Ev3_PI3K2_PIP ; pEE1Ev3_PI3K2 + PIP	0.01						
vRP32_3	Cytoplasm	 pEE1E1_PI3K2_PIP ; pEE1E1_PI3K2 + PIP	0.01						
vRP32_4	Cytoplasm	 pEE1EE1_PI3K2_PIP ; pEE1EE1_PI3K2 + PIP	0.01						
vRP32_5	Cytoplasm	 pEE1E3_PI3K2_PIP ; pEE1E3_PI3K2 + PIP	0.01						
vRP32_6	Cytoplasm	 pEE1HE3_PI3K2_PIP ; pEE1HE3_PI3K2 + PIP	0.01						
vRP32_7	Cytoplasm	 pEE1E4_PI3K2_PIP ; pEE1E4_PI3K2 + PIP	0.01						
vRP32_8	Cytoplasm	 pEE1HE4_PI3K2_PIP ; pEE1HE4_PI3K2 + PIP	0.01						
vRP32_9	Cytoplasm	 pE2HE3_PI3K2_PIP ; pE2HE3_PI3K2 + PIP	0.01						
vRP32_10	Cytoplasm	 pHE3Ev3_PI3K2_PIP ; pHE3Ev3_PI3K2 + PIP	0.01						
vRP32_11	Cytoplasm	 pE1HE3_PI3K2_PIP ; pE1HE3_PI3K2 + PIP	0.01						
vRP32_12	Cytoplasm	 pHE3E4_PI3K2_PIP ; pHE3E4_PI3K2 + PIP	0.01						
vRP32_13	Cytoplasm	 pHE3HE4_PI3K2_PIP ; pHE3HE4_PI3K2 + PIP	0.01						
vRP32_14	Cytoplasm	 pE2HE4_PI3K2_PIP ; pE2HE4_PI3K2 + PIP	0.01						
vRP32_15	Cytoplasm	 pHE4Ev3_PI3K2_PIP ; pHE4Ev3_PI3K2 + PIP	0.01						
vRP32_16	Cytoplasm	 pE1HE4_PI3K2_PIP ; pE1HE4_PI3K2 + PIP	0.01						
vRP32_17	Cytoplasm	 pE3HE4_PI3K2_PIP ; pE3HE4_PI3K2 + PIP	0.01						
vRP32_18	Cytoplasm	 pHE4E4_PI3K2_PIP ; pHE4E4_PI3K2 + PIP	0.01						
vRP32_19	Cytoplasm	 pHE4HE4_PI3K2_PIP ; pHE4HE4_PI3K2 + PIP	0.01						
vRP32_20	Cytoplasm	 pHGF_Met_Met_PI3K2_PIP ; pHGF_Met_Met_PI3K2 + PIP	0.01						
vRP32_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K2_PIP ; pHGF_Met_HGF_Met_PI3K2 + PIP	0.01						
vRP32_22	Cytoplasm	 pPPrPPr_PI3K2_PIP ; pPPrPPr_PI3K2 + PIP	0.01						
vRP32_23	Cytoplasm	 pPPrPr_PI3K2_PIP ; pPPrPr_PI3K2 + PIP	0.01						
vRP32_24	Cytoplasm	 pFFrFFr_PI3K2_PIP ; pFFrFFr_PI3K2 + PIP	0.01						
vRP32_25	Cytoplasm	 pFFrFr_PI3K2_PIP ; pFFrFr_PI3K2 + PIP	0.01						
vRP32_26	Cytoplasm	 pIIrIr_IRS_PI3K2_PIP ; pIIrIr_IRS_PI3K2 + PIP	0.01						
vRP32_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K2_PIP ; pINS_Isr_Isr_IRS_PI3K2 + PIP	0.01						
vRP32_28	Cytoplasm	 pIIrIrI_IRS_PI3K2_PIP ; pIIrIrI_IRS_PI3K2 + PIP	0.01						
vRP32_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K2_PIP ; pINS_Isr_Isr_INS_IRS_PI3K2 + PIP	0.01						
vRP33_1	Cytoplasm	 pEE1E2_PI3K2_PIP ; pEE1E2_PI3K2 + PI3P	1						
vRP33_2	Cytoplasm	 pEE1Ev3_PI3K2_PIP ; pEE1Ev3_PI3K2 + PI3P	1						
vRP33_3	Cytoplasm	 pEE1E1_PI3K2_PIP ; pEE1E1_PI3K2 + PI3P	1						
vRP33_4	Cytoplasm	 pEE1EE1_PI3K2_PIP ; pEE1EE1_PI3K2 + PI3P	1						
vRP33_5	Cytoplasm	 pEE1E3_PI3K2_PIP ; pEE1E3_PI3K2 + PI3P	1						
vRP33_6	Cytoplasm	 pEE1HE3_PI3K2_PIP ; pEE1HE3_PI3K2 + PI3P	1						
vRP33_7	Cytoplasm	 pEE1E4_PI3K2_PIP ; pEE1E4_PI3K2 + PI3P	1						
vRP33_8	Cytoplasm	 pEE1HE4_PI3K2_PIP ; pEE1HE4_PI3K2 + PI3P	1						
vRP33_9	Cytoplasm	 pE2HE3_PI3K2_PIP ; pE2HE3_PI3K2 + PI3P	1						
vRP33_10	Cytoplasm	 pHE3Ev3_PI3K2_PIP ; pHE3Ev3_PI3K2 + PI3P	1						
vRP33_11	Cytoplasm	 pE1HE3_PI3K2_PIP ; pE1HE3_PI3K2 + PI3P	1						
vRP33_12	Cytoplasm	 pHE3E4_PI3K2_PIP ; pHE3E4_PI3K2 + PI3P	1						
vRP33_13	Cytoplasm	 pHE3HE4_PI3K2_PIP ; pHE3HE4_PI3K2 + PI3P	1						
vRP33_14	Cytoplasm	 pE2HE4_PI3K2_PIP ; pE2HE4_PI3K2 + PI3P	1						
vRP33_15	Cytoplasm	 pHE4Ev3_PI3K2_PIP ; pHE4Ev3_PI3K2 + PI3P	1						
vRP33_16	Cytoplasm	 pE1HE4_PI3K2_PIP ; pE1HE4_PI3K2 + PI3P	1						
vRP33_17	Cytoplasm	 pE3HE4_PI3K2_PIP ; pE3HE4_PI3K2 + PI3P	1						
vRP33_18	Cytoplasm	 pHE4E4_PI3K2_PIP ; pHE4E4_PI3K2 + PI3P	1						
vRP33_19	Cytoplasm	 pHE4HE4_PI3K2_PIP ; pHE4HE4_PI3K2 + PI3P	1						
vRP33_20	Cytoplasm	 pHGF_Met_Met_PI3K2_PIP ; pHGF_Met_Met_PI3K2 + PI3P	1						
vRP33_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K2_PIP ; pHGF_Met_HGF_Met_PI3K2 + PI3P	1						
vRP33_22	Cytoplasm	 pPPrPPr_PI3K2_PIP ; pPPrPPr_PI3K2 + PI3P	1						
vRP33_23	Cytoplasm	 pPPrPr_PI3K2_PIP ; pPPrPr_PI3K2 + PI3P	1						
vRP33_24	Cytoplasm	 pFFrFFr_PI3K2_PIP ; pFFrFFr_PI3K2 + PI3P	1						
vRP33_25	Cytoplasm	 pFFrFr_PI3K2_PIP ; pFFrFr_PI3K2 + PI3P	1						
vRP33_26	Cytoplasm	 pIIrIr_IRS_PI3K2_PIP ; pIIrIr_IRS_PI3K2 + PI3P	1						
vRP33_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K2_PIP ; pINS_Isr_Isr_IRS_PI3K2 + PI3P	1						
vRP33_28	Cytoplasm	 pIIrIrI_IRS_PI3K2_PIP ; pIIrIrI_IRS_PI3K2 + PI3P	1						
vRP33_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K2_PIP ; pINS_Isr_Isr_INS_IRS_PI3K2 + PI3P	1						
vRP34_1	Cytoplasm	 pIIrIr + IRS ; pIIrIr_IRS	0.008						
vRP34_2	Cytoplasm	 pIIrIr_IRS ; pIIrIr + IRS	0.01						
vRP34_3	Cytoplasm	 pINS_Isr_Isr + IRS ; pINS_Isr_Isr_IRS	0.008						
vRP34_4	Cytoplasm	 pINS_Isr_Isr_IRS ; pINS_Isr_Isr + IRS	0.01						
vRP34_5	Cytoplasm	 pIIrIrI + IRS ; pIIrIrI_IRS	0.008						
vRP34_6	Cytoplasm	 pIIrIrI_IRS ; pIIrIrI + IRS	0.01						
vRP34_7	Cytoplasm	 pINS_Isr_Isr_INS + IRS ; pINS_Isr_Isr_INS_IRS	0.008						
vRP34_8	Cytoplasm	 pINS_Isr_Isr_INS_IRS ; pINS_Isr_Isr_INS + IRS	0.01						
vRP34_9	Cytoplasm	 pIIrIr_int + IRS ; pIIrIr_int_IRS	0.008						
vRP34_10	Cytoplasm	 pIIrIr_int_IRS ; pIIrIr_int + IRS	0.01						
vRP34_11	Cytoplasm	 pINS_Isr_Isr_int + IRS ; pINS_Isr_Isr_int_IRS	0.008						
vRP34_12	Cytoplasm	 pINS_Isr_Isr_int_IRS ; pINS_Isr_Isr_int + IRS	0.01						
vRP34_13	Cytoplasm	 pIIrIrI_int + IRS ; pIIrIrI_int_IRS	0.008						
vRP34_14	Cytoplasm	 pIIrIrI_int_IRS ; pIIrIrI_int + IRS	0.01						
vRP34_15	Cytoplasm	 pINS_Isr_Isr_INS_int + IRS ; pINS_Isr_Isr_INS_int_IRS	0.008						
vRP34_16	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS ; pINS_Isr_Isr_INS_int + IRS	0.01						
vP1	Cytoplasm	 RasT + CRaf ; RasT_CRaf	0.001						
vP2	Cytoplasm	 RasT_CRaf ; RasT + CRaf	0.01						
vP3	Cytoplasm	 RasT + BRaf ; RasT_BRaf	0.001						
vP4	Cytoplasm	 RasT_BRaf ; RasT + BRaf	0.01						
vP5	Cytoplasm	 RasT_CRaf + RasT_CRaf ; RasT_CRaf_CRaf	0.1						
vP6	Cytoplasm	 RasT_CRaf_CRaf ; RasT_CRaf + RasT_CRaf	1						
vP7	Cytoplasm	 RasT_BRaf + RasT_BRaf ; RasT_BRaf_BRaf	0.1						
vP8	Cytoplasm	 RasT_BRaf_BRaf ; RasT_BRaf + RasT_BRaf	1						
vP9	Cytoplasm	 RasT_CRaf + RasT_BRaf ; RasT_CRaf_BRaf	0.1						
vP10	Cytoplasm	 RasT_CRaf_BRaf ; RasT_CRaf + RasT_BRaf	0.1						
vP13	Cytoplasm	 MEK + RasT_CRaf_CRaf ; MEK_RasT_CRaf_CRaf	0.1						
vP14	Cytoplasm	 MEK_RasT_CRaf_CRaf ; MEK + RasT_CRaf_CRaf	1						
vP15	Cytoplasm	 MEK_RasT_CRaf_CRaf ; pMEK + RasT_CRaf_CRaf	1						
vP16	Cytoplasm	 pMEK + RasT_CRaf_CRaf ; pMEK_RasT_CRaf_CRaf	0.1						
vP17	Cytoplasm	 pMEK_RasT_CRaf_CRaf ; pMEK + RasT_CRaf_CRaf	1						
vP18	Cytoplasm	 pMEK_RasT_CRaf_CRaf ; ppMEK + RasT_CRaf_CRaf	1						
vP19	Cytoplasm	 MEK + RasT_BRaf_BRaf ; MEK_RasT_BRaf_BRaf	0.1						
vP20	Cytoplasm	 MEK_RasT_BRaf_BRaf ; MEK + RasT_BRaf_BRaf	1						
vP21	Cytoplasm	 MEK_RasT_BRaf_BRaf ; pMEK + RasT_BRaf_BRaf	10						
vP22	Cytoplasm	 pMEK + RasT_BRaf_BRaf ; pMEK_RasT_BRaf_BRaf	0.1						
vP23	Cytoplasm	 pMEK_RasT_BRaf_BRaf ; pMEK + RasT_BRaf_BRaf	1						
vP24	Cytoplasm	 pMEK_RasT_BRaf_BRaf ; ppMEK + RasT_BRaf_BRaf	10						
vP25	Cytoplasm	 RasT_CRaf_BRaf + MEK ; MEK_RasT_CRaf_BRaf	0.1						
vP26	Cytoplasm	 MEK_RasT_CRaf_BRaf ; RasT_CRaf_BRaf + MEK	1						
vP27	Cytoplasm	 MEK_RasT_CRaf_BRaf ; RasT_CRaf_BRaf + pMEK	5						
vP28	Cytoplasm	 RasT_CRaf_BRaf + pMEK ; pMEK_RasT_CRaf_BRaf	0.1						
